#{"t_start": 1789001687.9922652, "env_id": "None"}
r,l,t
0.75,4,11.494863
-0.75,1,11.497689
3.75,7,11.515946
2.75,6,11.531304
-0.75,1,11.534041
3.75,6,11.548865
-2.75,3,11.55705
0.25,3,11.565675
-0.75,1,11.568808
1.25,5,11.581057
-0.75,1,11.583798
6.25,15,11.62096
-2.25,4,11.632168
1.75,6,11.647291
0.25,9,11.669488
-0.25,2,11.674709
-0.25,2,11.679967
-0.25,2,11.685063
-0.25,2,11.690395
0.75,4,11.702
0.25,3,11.709896
-0.25,2,11.715263
-0.25,2,11.720428
-0.25,2,11.725677
-0.75,4,11.736077
-0.25,2,11.741606
7.75,18,11.788125
-0.75,1,11.79114
-0.25,2,11.796499
1.25,5,11.809215
2.75,8,11.830641
-0.25,2,11.835764
0.25,3,11.843052
2.75,8,11.864014
0.25,3,11.874424
0.25,3,11.885731
-0.75,1,11.89157
-0.25,2,11.901452
-0.75,1,11.905128
0.75,1,11.908483
1.25,5,11.922384
4.25,8,11.944003
-0.25,2,11.949692
-0.75,1,11.952543
1.75,4,11.963615
2.25,7,11.983707
0.75,4,11.994498
2.25,6,12.010855
-3.25,15,12.0525
0.75,1,12.055564
6.75,17,12.410074
0.75,4,12.420339
0.75,1,12.423709
5.75,14,12.459021
0.25,3,12.466685
1.25,5,12.479278
8.75,14,12.514533
-3.25,8,12.536608
3.75,10,12.561673
-0.25,2,12.567105
0.75,3,12.574542
1.25,5,12.587698
-6.25,8,12.609488
-0.25,2,12.615014
-1.25,3,12.623498
3.25,6,12.642363
1.75,3,12.651231
3.75,9,12.675341
-0.25,2,12.681123
1.25,5,12.693642
-0.25,2,12.700126
0.75,4,12.713243
5.25,13,12.747186
0.75,1,12.750065
-3.25,8,12.769631
-0.25,2,12.775225
-0.75,1,12.777997
2.25,7,12.795295
-0.25,2,12.800634
-0.75,1,12.803526
0.75,4,12.813031
-0.75,1,12.815576
5.75,11,12.8416
-0.75,1,12.844482
-1.25,3,12.851929
2.75,5,12.864784
-2.75,12,12.895298
-4.75,5,12.907983
1.75,6,12.922576
-2.25,4,12.932518
-1.25,1,12.935328
0.25,3,12.942786
1.25,5,12.955508
-2.25,17,12.998549
0.25,3,13.006054
-4.25,6,13.020657
-0.75,1,13.023729
13.5,20,13.074017
2.75,8,13.093201
1.25,5,13.105454
-0.25,2,13.11115
5.75,10,13.136145
2.25,5,13.14859
3.25,9,13.169941
-0.25,2,13.175232
1.25,5,13.187752
-0.75,1,13.190683
0.75,4,13.20031
-1.25,1,13.203011
-2.25,7,13.220266
0.75,1,13.222867
0.25,3,13.230892
-0.25,2,13.236082
2.75,8,13.255541
2.25,7,13.273015
0.75,4,13.282896
-0.75,1,13.285623
-3.25,5,13.297894
2.75,8,13.319291
0.25,3,13.326963
11.25,25,13.387649
-2.25,4,13.398203
3.75,10,13.422364
-1.75,20,13.468324
-0.75,1,13.471071
0.25,3,13.479386
3.25,7,13.49775
2.25,7,13.515187
-1.25,3,13.523134
-1.75,11,13.550979
5.25,13,13.583435
-0.75,1,13.586465
0.75,1,13.589356
1.25,5,13.601694
2.25,7,13.619467
0.25,3,13.627388
0.75,4,13.637979
-3.75,10,13.665794
1.25,5,13.678716
-0.75,1,13.681481
-0.75,1,13.684368
-0.25,2,13.689637
0.75,1,13.692468
-0.25,2,13.698221
0.75,1,13.701532
-0.75,1,13.70503
-0.25,2,14.015149
1.25,5,14.028125
0.25,3,14.035622
-0.75,1,14.038395
-9.25,11,14.064823
-0.25,2,14.070064
0.25,3,14.07819
2.75,8,14.10012
1.75,6,14.115635
6.25,12,14.145825
1.25,5,14.1589
4.75,11,14.18623
-0.25,2,14.191461
0.25,3,14.199259
-0.75,1,14.202026
0.25,3,14.210776
5.75,14,14.249052
6.25,10,14.278586
-1.25,3,14.289039
3.25,12,14.333172
2.25,10,14.370174
-3.25,5,14.386341
-0.75,1,14.389961
-1.75,17,14.445116
0.75,1,14.448797
6.75,25,14.525256
-5.25,7,14.548075
0.75,4,14.559606
-0.75,1,14.563079
-13.25,15,14.606802
-0.75,7,14.625317
3.25,9,14.656018
-0.75,1,14.659194
10.25,18,14.710152
-0.25,2,14.716514
3.25,9,14.739929
9.75,21,14.794691
5.25,13,14.828383
-3.25,5,14.841079
-0.25,2,14.846352
1.25,5,14.861731
0.75,4,14.876191
-0.25,2,14.885995
1.25,4,14.90002
1.75,6,14.915695
8.0,16,14.958839
-2.25,4,14.97108
0.75,1,14.974227
10.25,14,15.018564
5.25,12,15.057877
0.75,1,15.061395
0.25,3,15.071431
-0.75,1,15.075316
-0.25,2,15.081732
-1.25,3,15.091171
-0.75,1,15.094641
-0.75,1,15.099459
0.25,3,15.109786
-1.75,8,15.132859
-0.75,1,15.135678
2.25,4,15.146356
1.25,5,15.161291
4.25,11,15.194092
0.75,4,15.20618
0.25,3,15.215534
-0.25,2,15.221578
3.25,9,15.249591
4.75,7,15.269105
1.25,5,15.282096
-0.25,2,15.287306
-4.25,9,15.312757
-0.25,2,15.319265
0.75,4,15.332625
-2.25,13,15.37289
0.25,3,15.382424
4.25,11,15.4208
3.75,16,15.463716
-0.25,2,15.469482
0.75,4,15.480052
-0.25,2,15.485541
-0.75,1,15.488357
3.75,8,15.508187
-2.25,7,15.847382
0.25,3,15.854569
9.25,21,15.910037
7.25,17,15.952053
12.5,25,16.013668
0.25,3,16.020771
-0.25,2,16.025836
6.0,12,16.055555
-7.25,14,16.093529
1.75,6,16.111006
2.25,6,16.127766
-0.25,2,16.133223
0.75,1,16.136057
-2.25,4,16.146897
3.75,9,16.169712
0.75,4,16.179853
-0.25,2,16.184955
-1.25,1,16.187727
0.25,3,16.195431
-0.75,1,16.198048
1.25,5,16.210263
4.25,11,16.238064
-1.25,3,16.246003
-0.5,14,16.280029
1.75,6,16.295333
0.75,4,16.305476
-0.25,2,16.310827
1.25,5,16.323655
2.25,4,16.334994
4.25,11,16.363712
-0.25,2,16.369393
7.0,14,16.404722
-0.25,2,16.409812
-1.25,1,16.412584
4.25,17,16.454815
0.25,4,16.464964
-0.25,2,16.470416
0.25,3,16.478232
-3.25,5,16.490261
1.25,5,16.502656
-0.75,1,16.505263
-9.25,11,16.532392
-0.25,2,16.537626
2.25,7,16.555
3.25,8,16.573834
0.25,3,16.581435
1.75,4,16.591379
-0.25,2,16.596693
-10.75,11,16.623591
