#{"t_start": 1789380743.2197962, "env_id": "None"}
r,l,t
-0.25,1,10.669204
-0.25,2,10.674897
-0.25,1,10.6779
-0.25,1,10.680889
-0.25,2,10.686346
-0.75,1,10.689535
-0.25,2,10.694858
0.25,2,10.700336
-0.25,2,10.705819
-0.25,1,10.708877
-0.25,3,10.717008
-0.25,2,10.72282
-0.25,2,10.728495
-0.75,1,10.731604
-0.25,4,10.74406
-0.25,3,10.754052
-0.25,2,10.760633
-0.25,2,10.768331
-0.25,3,10.778732
0.0,7,10.80216
-0.25,2,10.80834
-0.25,1,10.811744
-0.25,1,10.814599
-0.25,3,10.823199
0.25,1,10.82615
-0.25,3,10.834317
-0.25,3,10.84266
-0.25,4,10.854407
0.0,4,10.86552
-0.25,1,10.868607
-0.25,2,10.874739
-0.25,1,10.877862
-0.25,1,10.880894
-0.25,3,10.889883
-0.25,2,10.895793
-0.25,1,10.899313
0.25,1,10.902267
-0.25,2,10.907849
-0.25,2,10.913708
-0.25,1,10.916615
-0.25,1,10.919472
0.25,3,10.927278
0.0,5,10.940835
0.25,1,10.943643
0.25,1,10.946799
-0.25,1,10.949924
-0.25,3,10.958366
-0.25,2,10.964058
-0.25,1,10.967134
-0.25,1,10.970117
0.25,1,10.973091
-0.25,2,10.979033
-0.25,2,10.984906
-0.25,1,10.98771
-0.25,1,10.990621
-0.25,1,10.993395
-0.25,1,10.996518
-0.25,1,10.999773
-0.25,1,11.002913
0.5,6,11.02108
-0.25,1,11.024248
-0.25,3,11.0328
-0.25,3,11.041819
-0.25,1,11.044971
-0.25,3,11.053623
-0.25,1,11.056786
-0.25,2,11.062651
0.25,1,11.065557
-0.25,3,11.073862
