#{"t_start": 1788542983.2141814, "env_id": "None"}
r,l,t
6.75,13,14.468356
7.75,10,14.524956
0.25,3,14.542697
0.75,3,14.560421
3.25,9,14.615268
-2.75,6,14.654438
-2.25,4,14.681448
1.25,5,14.713956
-0.75,1,14.72087
1.25,5,14.753941
8.75,11,14.824379
0.75,1,14.831191
-0.75,1,14.838268
4.25,8,14.886893
2.25,10,14.948651
0.25,3,14.967849
0.75,4,14.989295
-0.75,1,14.99527
1.75,6,15.032128
0.75,4,15.05478
-0.75,1,15.061049
9.25,15,15.148013
5.25,7,15.177708
3.25,9,15.216148
-0.75,1,15.221501
2.25,7,15.253879
-3.75,10,15.299861
-1.25,1,15.305563
-0.25,2,15.315543
3.25,9,15.359157
5.25,13,15.421571
-0.25,2,15.430459
0.25,6,15.455763
1.25,5,15.477114
2.75,8,15.51259
2.75,5,15.52977
-0.25,2,15.536985
-3.25,5,15.554348
-0.25,2,15.561321
-0.25,2,15.572006
-0.25,2,15.581976
0.75,4,15.602644
0.25,3,15.619884
0.25,3,15.633648
-0.25,2,15.641406
1.75,6,15.66338
1.25,5,15.681881
-5.25,7,15.709995
-0.75,1,15.715949
-12.25,14,15.765927
3.25,9,15.801953
0.25,3,15.819213
0.75,1,15.826525
-0.25,2,15.833886
-0.75,1,15.838512
-1.25,1,15.842406
-0.25,2,15.849675
0.75,3,15.860303
-0.75,1,15.864012
-0.75,1,15.867457
1.25,3,15.877291
5.75,8,15.904122
-0.75,1,15.90785
0.75,4,15.922519
1.25,5,15.942054
-0.25,2,15.950006
-0.75,7,15.973773
-0.25,2,15.980974
-2.25,4,15.996348
0.25,3,16.009731
-0.25,2,16.018452
1.25,5,16.041248
-0.75,1,16.045766
0.25,3,16.060692
-4.25,6,16.085314
0.75,1,16.089533
1.25,5,16.108647
-0.25,2,16.116717
3.25,9,16.148686
-0.25,2,16.156588
1.75,4,16.170901
2.75,8,16.199154
1.25,5,16.219486
-0.75,1,16.223912
-0.25,2,16.23162
-3.75,4,16.246508
2.25,7,16.270595
0.75,1,16.274474
-0.25,2,16.28109
2.75,8,16.30594
0.25,3,16.315798
-0.25,2,16.322379
-0.25,2,16.328793
0.25,3,16.339627
-1.25,1,16.343438
-0.25,2,16.350861
-0.75,1,16.354868
-4.25,6,16.375623
-0.75,1,16.379218
-0.75,1,16.382818
2.25,7,16.920129
0.25,3,16.93344
0.25,3,16.944757
0.75,1,16.94884
-0.75,10,16.986183
1.25,5,17.005547
-0.25,2,17.012855
0.75,4,17.027485
2.75,8,17.055566
-3.25,5,17.073684
5.25,12,17.113971
6.75,16,17.168229
-0.25,2,17.179814
5.75,14,17.261921
4.75,12,17.315816
4.25,6,17.335934
-1.25,6,17.356595
-0.25,2,17.363748
-0.75,1,17.36747
0.75,4,17.381391
3.25,9,17.409306
0.75,4,17.42383
-0.25,2,17.430752
-1.25,1,17.434383
0.25,3,17.444989
-0.75,1,17.448794
1.25,5,17.472152
8.75,11,17.538866
0.25,3,17.558517
2.25,7,17.6034
8.75,13,17.682458
